id,HandStart,FirstDigitTouch,BothStartLoadPhase,LiftOff,Replace,BothReleased
subj1_series9_191,0,0,0,0,0,0
subj1_series9_192,0,0,0,0,0,0
subj1_series9_193,0,0,0,0,0,0
subj1_series9_194,0,0,0,0,0,0
subj1_series9_195,0,0,0,0,0,0
subj1_series9_196,0,0,0,0,0,0
subj1_series9_197,0,0,0,0,0,0
subj1_series9_198,0,0,0,0,0,0
subj1_series9_199,0,0,0,0,0,0
subj1_series9_200,0,0,0,0,0,0
subj1_series9_201,0,0,0,0,0,0
subj1_series9_202,0,0,0,0,0,0
subj1_series9_203,0,0,0,0,0,0
subj1_series9_204,0,0,0,0,0,0
subj1_series9_205,0,0,0,0,0,0
subj1_series9_206,0,0,0,0,0,0
subj1_series9_207,0,0,0,0,0,0
subj1_series9_208,0,0,0,0,0,0
subj1_series9_209,0,0,0,0,0,0
subj1_series9_210,0,0,0,0,0,0
subj1_series9_211,0,0,0,0,0,0
subj1_series9_212,0,0,0,0,0,0
subj1_series9_213,0,0,0,0,0,0
subj1_series9_214,0,0,0,0,0,0
subj1_series9_215,0,0,0,0,0,0
subj1_series9_216,0,0,0,0,0,0
subj1_series9_217,0,0,0,0,0,0
subj1_series9_218,0,0,0,0,0,0
subj1_series9_219,0,0,0,0,0,0
subj1_series9_220,0,0,0,0,0,0
subj1_series9_221,0,0,0,0,0,0
subj1_series9_222,0,0,0,0,0,0
subj1_series9_223,0,0,0,0,0,0
subj1_series9_224,0,0,0,0,0,0
subj1_series9_225,0,0,0,0,0,0
subj1_series9_226,0,0,0,0,0,0
subj1_series9_227,0,0,0,0,0,0
subj1_series9_228,0,0,0,0,0,0
subj1_series9_229,0,0,0,0,0,0
subj1_series9_230,0,0,0,0,0,0
subj1_series9_231,0,0,0,0,0,0
subj1_series9_232,0,0,0,0,0,0
subj1_series9_233,0,0,0,0,0,0
subj1_series9_234,0,0,0,0,0,0
subj1_series9_235,0,0,0,0,0,0
subj1_series9_236,0,0,0,0,0,0
subj1_series9_237,0,0,0,0,0,0
subj1_series9_238,0,0,0,0,0,0
subj1_series9_239,0,0,0,0,0,0
subj1_series9_240,0,0,0,0,0,0
subj1_series9_241,0,0,0,0,0,0
subj1_series9_242,0,0,0,0,0,0
subj1_series9_243,0,0,0,0,0,0
subj1_series9_244,0,0,0,0,0,0
subj1_series9_245,0,0,0,0,0,0
subj1_series9_246,0,0,0,0,0,0
subj1_series9_247,0,0,0,0,0,0
subj1_series9_248,0,0,0,0,0,0
subj1_series9_249,0,0,0,0,0,0
subj1_series9_250,0,0,0,0,0,0
subj1_series9_251,0,0,0,0,0,0
subj1_series9_252,0,0,0,0,0,0
subj1_series9_253,0,0,0,0,0,0
subj1_series9_254,0,0,0,0,0,0
subj1_series9_255,0,0,0,0,0,0
subj1_series9_256,0,0,0,0,0,0
subj1_series9_257,0,0,0,0,0,0
subj1_series9_258,0,0,0,0,0,0
subj1_series9_259,0,0,0,0,0,0
subj1_series9_260,0,0,0,0,0,0
subj1_series9_261,0,0,0,0,0,0
subj1_series9_262,0,0,0,0,0,0
subj1_series9_263,0,0,0,0,0,0
subj1_series9_264,0,0,0,0,0,0
subj1_series9_265,0,0,0,0,0,0
subj1_series9_266,0,0,0,0,0,0
subj1_series9_267,0,0,0,0,0,0
subj1_series9_268,0,0,0,0,0,0
subj1_series9_269,0,0,0,0,0,0
subj1_series9_270,0,0,0,0,0,0
subj1_series9_271,0,0,0,0,0,0
subj1_series9_272,0,0,0,0,0,0
subj1_series9_273,0,0,0,0,0,0
subj1_series9_274,0,0,0,0,0,0
subj1_series9_275,0,0,0,0,0,0
subj1_series9_276,0,0,0,0,0,0
subj1_series9_277,0,0,0,0,0,0
subj1_series9_278,0,0,0,0,0,0
subj1_series9_279,0,0,0,0,0,0
subj1_series9_280,0,0,0,0,0,0
subj1_series9_281,0,0,0,0,0,0
subj1_series9_282,0,0,0,0,0,0
subj1_series9_283,0,0,0,0,0,0
subj1_series9_284,0,0,0,0,0,0
subj1_series9_285,0,0,0,0,0,0
subj1_series9_286,0,0,0,0,0,0
subj1_series9_287,0,0,0,0,0,0
subj1_series9_288,0,0,0,0,0,0
subj1_series9_289,0,0,0,0,0,0
subj1_series9_290,0,0,0,0,0,0
subj1_series9_291,0,0,0,0,0,0
subj1_series9_292,0,0,0,0,0,0
subj1_series9_293,0,0,0,0,0,0
subj1_series9_294,0,0,0,0,0,0
subj1_series9_295,0,0,0,0,0,0
subj1_series9_296,0,0,0,0,0,0
subj1_series9_297,0,0,0,0,0,0
subj1_series9_298,0,0,0,0,0,0
subj1_series9_299,0,0,0,0,0,0
subj1_series9_300,0,0,0,0,0,0
subj1_series9_301,0,0,0,0,0,0
subj1_series9_302,0,0,0,0,0,0
subj1_series9_303,0,0,0,0,0,0
subj1_series9_304,0,0,0,0,0,0
subj1_series9_305,0,0,0,0,0,0
subj1_series9_306,0,0,0,0,0,0
subj1_series9_307,0,0,0,0,0,0
subj1_series9_308,0,0,0,0,0,0
subj1_series9_309,0,0,0,0,0,0
subj1_series9_310,0,0,0,0,0,0
subj1_series9_311,0,0,0,0,0,0
subj1_series9_312,0,0,0,0,0,0
subj1_series9_313,0,0,0,0,0,0
subj1_series9_314,0,0,0,0,0,0
subj1_series9_315,0,0,0,0,0,0
subj1_series9_316,0,0,0,0,0,0
subj1_series9_317,0,0,0,0,0,0
subj1_series9_318,0,0,0,0,0,0
subj1_series9_319,0,0,0,0,0,0
subj1_series9_320,0,0,0,0,0,0
subj1_series9_321,0,0,0,0,0,0
subj1_series9_322,0,0,0,0,0,0
subj1_series9_323,0,0,0,0,0,0
subj1_series9_324,0,0,0,0,0,0
subj1_series9_325,0,0,0,0,0,0
subj1_series9_326,0,0,0,0,0,0
subj1_series9_327,0,0,0,0,0,0
subj1_series9_328,0,0,0,0,0,0
subj1_series9_329,0,0,0,0,0,0
subj1_series9_330,0,0,0,0,0,0
subj1_series9_331,0,0,0,0,0,0
subj1_series9_332,0,0,0,0,0,0
subj1_series9_333,0,0,0,0,0,0
subj1_series9_334,0,0,0,0,0,0
subj1_series9_335,0,0,0,0,0,0
subj1_series9_336,0,0,0,0,0,0
subj1_series9_337,0,0,0,0,0,0
subj1_series9_338,0,0,0,0,0,0
subj1_series9_339,0,0,0,0,0,0
subj1_series9_340,0,0,0,0,0,0
subj1_series9_341,0,0,0,0,0,0
subj1_series9_342,0,0,0,0,0,0
subj1_series9_343,0,0,0,0,0,0
subj1_series9_344,0,0,0,0,0,0
subj1_series9_345,0,0,0,0,0,0
subj1_series9_346,0,0,0,0,0,0
subj1_series9_347,0,0,0,0,0,0
subj1_series9_348,0,0,0,0,0,0
subj1_series9_349,0,0,0,0,0,0
subj1_series9_350,0,0,0,0,0,0
subj1_series9_351,0,0,0,0,0,0
subj1_series9_352,0,0,0,0,0,0
subj1_series9_353,0,0,0,0,0,0
subj1_series9_354,0,0,0,0,0,0
subj1_series9_355,0,0,0,0,0,0
subj1_series9_356,0,0,0,0,0,0
subj1_series9_357,0,0,0,0,0,0
subj1_series9_358,0,0,0,0,0,0
subj1_series9_359,0,0,0,0,0,0
subj1_series9_360,0,0,0,0,0,0
subj1_series9_361,0,0,0,0,0,0
subj1_series9_362,0,0,0,0,0,0
subj1_series9_363,0,0,0,0,0,0
subj1_series9_364,0,0,0,0,0,0
subj1_series9_365,0,0,0,0,0,0
subj1_series9_366,0,0,0,0,0,0
subj1_series9_367,0,0,0,0,0,0
subj1_series9_368,0,0,0,0,0,0
subj1_series9_369,0,0,0,0,0,0
subj1_series9_370,0,0,0,0,0,0
subj1_series9_371,0,0,0,0,0,0
subj1_series9_372,0,0,0,0,0,0
subj1_series9_373,0,0,0,0,0,0
subj1_series9_374,0,0,0,0,0,0
subj1_series9_375,0,0,0,0,0,0
subj1_series9_376,0,0,0,0,0,0
subj1_series9_377,0,0,0,0,0,0
subj1_series9_378,0,0,0,0,0,0
subj1_series9_379,0,0,0,0,0,0
subj1_series9_380,0,0,0,0,0,0
subj1_series9_381,0,0,0,0,0,0
subj1_series9_382,0,0,0,0,0,0
subj1_series9_383,0,0,0,0,0,0
subj1_series9_384,0,0,0,0,0,0
subj1_series9_385,0,0,0,0,0,0
subj1_series9_386,0,0,0,0,0,0
subj1_series9_387,0,0,0,0,0,0
subj1_series9_388,0,0,0,0,0,0
subj1_series9_389,0,0,0,0,0,0
subj1_series9_390,0,0,0,0,0,0
subj1_series9_391,0,0,0,0,0,0
subj1_series9_392,0,0,0,0,0,0
subj1_series9_393,0,0,0,0,0,0
subj1_series9_394,0,0,0,0,0,0
subj1_series9_395,0,0,0,0,0,0
subj1_series9_396,0,0,0,0,0,0
subj1_series9_397,0,0,0,0,0,0
subj1_series9_398,0,0,0,0,0,0
subj1_series9_399,0,0,0,0,0,0
subj1_series9_400,0,0,0,0,0,0
subj1_series9_401,0,0,0,0,0,0
subj1_series9_402,0,0,0,0,0,0
subj1_series9_403,0,0,0,0,0,0
subj1_series9_404,0,0,0,0,0,0
subj1_series9_405,0,0,0,0,0,0
subj1_series9_406,0,0,0,0,0,0
subj1_series9_407,0,0,0,0,0,0
subj1_series9_408,0,0,0,0,0,0
subj1_series9_409,0,0,0,0,0,0
subj1_series9_410,0,0,0,0,0,0
subj1_series9_411,0,0,0,0,0,0
subj1_series9_412,0,0,0,0,0,0
subj1_series9_413,0,0,0,0,0,0
subj1_series9_414,0,0,0,0,0,0
subj1_series9_415,0,0,0,0,0,0
subj1_series9_416,0,0,0,0,0,0
subj1_series9_417,0,0,0,0,0,0
subj1_series9_418,0,0,0,0,0,0
subj1_series9_419,0,0,0,0,0,0
subj1_series9_420,0,0,0,0,0,0
subj1_series9_421,0,0,0,0,0,0
subj1_series9_422,0,0,0,0,0,0
subj1_series9_423,0,0,0,0,0,0
subj1_series9_424,0,0,0,0,0,0
subj1_series9_425,0,0,0,0,0,0
subj1_series9_426,0,0,0,0,0,0
subj1_series9_427,0,0,0,0,0,0
subj1_series9_428,0,0,0,0,0,0
subj1_series9_429,0,0,0,0,0,0
subj1_series9_430,0,0,0,0,0,0
subj1_series9_431,0,0,0,0,0,0
subj1_series9_432,0,0,0,0,0,0
subj1_series9_433,0,0,0,0,0,0
subj1_series9_434,0,0,0,0,0,0
subj1_series9_435,0,0,0,0,0,0
subj1_series9_436,0,0,0,0,0,0
subj1_series9_437,0,0,0,0,0,0
subj1_series9_438,0,0,0,0,0,0
subj1_series9_439,0,0,0,0,0,0
subj1_series9_440,0,0,0,0,0,0
subj1_series9_441,0,0,0,0,0,0
subj1_series9_442,0,0,0,0,0,0
subj1_series9_443,0,0,0,0,0,0
subj1_series9_444,0,0,0,0,0,0
subj1_series9_445,0,0,0,0,0,0
subj1_series9_446,0,0,0,0,0,0
subj1_series9_447,0,0,0,0,0,0
subj1_series9_448,0,0,0,0,0,0
subj1_series9_449,0,0,0,0,0,0
subj1_series9_450,0,0,0,0,0,0
subj1_series9_451,0,0,0,0,0,0
subj1_series9_452,0,0,0,0,0,0
subj1_series9_453,0,0,0,0,0,0
subj1_series9_454,0,0,0,0,0,0
subj1_series9_455,0,0,0,0,0,0
subj1_series9_456,0,0,0,0,0,0
subj1_series9_457,0,0,0,0,0,0
subj1_series9_458,0,0,0,0,0,0
subj1_series9_459,0,0,0,0,0,0
subj1_series9_460,0,0,0,0,0,0
subj1_series9_461,0,0,0,0,0,0
subj1_series9_462,0,0,0,0,0,0
subj1_series9_463,0,0,0,0,0,0
subj1_series9_464,0,0,0,0,0,0
subj1_series9_465,0,0,0,0,0,0
subj1_series9_466,0,0,0,0,0,0
subj1_series9_467,0,0,0,0,0,0
subj1_series9_468,0,0,0,0,0,0
subj1_series9_469,0,0,0,0,0,0
subj1_series9_470,0,0,0,0,0,0
subj1_series9_471,0,0,0,0,0,0
subj1_series9_472,0,0,0,0,0,0
subj1_series9_473,0,0,0,0,0,0
subj1_series9_474,0,0,0,0,0,0
subj1_series9_475,0,0,0,0,0,0
subj1_series9_476,0,0,0,0,0,0
subj1_series9_477,0,0,0,0,0,0
subj1_series9_478,0,0,0,0,0,0
subj1_series9_479,0,0,0,0,0,0
subj1_series9_480,0,0,0,0,0,0
subj1_series9_481,0,0,0,0,0,0
subj1_series9_482,0,0,0,0,0,0
subj1_series9_483,0,0,0,0,0,0
subj1_series9_484,0,0,0,0,0,0
subj1_series9_485,0,0,0,0,0,0
subj1_series9_486,0,0,0,0,0,0
subj1_series9_487,0,0,0,0,0,0
subj1_series9_488,0,0,0,0,0,0
subj1_series9_489,0,0,0,0,0,0
subj1_series9_490,0,0,0,0,0,0
subj1_series9_491,0,0,0,0,0,0
subj1_series9_492,0,0,0,0,0,0
subj1_series9_493,0,0,0,0,0,0
subj1_series9_494,0,0,0,0,0,0
subj1_series9_495,0,0,0,0,0,0
subj1_series9_496,0,0,0,0,0,0
subj1_series9_497,0,0,0,0,0,0
subj1_series9_498,0,0,0,0,0,0
subj1_series9_499,0,0,0,0,0,0
subj1_series9_500,0,0,0,0,0,0
subj1_series9_501,0,0,0,0,0,0
subj1_series9_502,0,0,0,0,0,0
subj1_series9_503,0,0,0,0,0,0
subj1_series9_504,0,0,0,0,0,0
subj1_series9_505,0,0,0,0,0,0
subj1_series9_506,0,0,0,0,0,0
subj1_series9_507,0,0,0,0,0,0
subj1_series9_508,0,0,0,0,0,0
subj1_series9_509,0,0,0,0,0,0
subj1_series9_510,0,0,0,0,0,0
subj1_series9_511,0,0,0,0,0,0
subj1_series9_512,0,0,0,0,0,0
subj1_series9_513,0,0,0,0,0,0
subj1_series9_514,0,0,0,0,0,0
subj1_series9_515,0,0,0,0,0,0
subj1_series9_516,0,0,0,0,0,0
subj1_series9_517,0,0,0,0,0,0
subj1_series9_518,0,0,0,0,0,0
subj1_series9_519,0,0,0,0,0,0
subj1_series9_520,0,0,0,0,0,0
subj1_series9_521,0,0,0,0,0,0
subj1_series9_522,0,0,0,0,0,0
subj1_series9_523,0,0,0,0,0,0
subj1_series9_524,0,0,0,0,0,0
subj1_series9_525,0,0,0,0,0,0
subj1_series9_526,0,0,0,0,0,0
subj1_series9_527,0,0,0,0,0,0
subj1_series9_528,0,0,0,0,0,0
subj1_series9_529,0,0,0,0,0,0
subj1_series9_530,0,0,0,0,0,0
subj1_series9_531,0,0,0,0,0,0
subj1_series9_532,0,0,0,0,0,0
subj1_series9_533,0,0,0,0,0,0
subj1_series9_534,0,0,0,0,0,0
subj1_series9_535,0,0,0,0,0,0
subj1_series9_536,0,0,0,0,0,0
subj1_series9_537,0,0,0,0,0,0
subj1_series9_538,0,0,0,0,0,0
subj1_series9_539,0,0,0,0,0,0
subj1_series9_540,0,0,0,0,0,0
subj1_series9_541,0,0,0,0,0,0
subj1_series9_542,0,0,0,0,0,0
subj1_series9_543,0,0,0,0,0,0
subj1_series9_544,0,0,0,0,0,0
subj1_series9_545,0,0,0,0,0,0
subj1_series9_546,0,0,0,0,0,0
subj1_series9_547,0,0,0,0,0,0
subj1_series9_548,0,0,0,0,0,0
subj1_series9_549,0,0,0,0,0,0
subj1_series9_550,0,0,0,0,0,0
subj1_series9_551,0,0,0,0,0,0
subj1_series9_552,0,0,0,0,0,0
subj1_series9_553,0,0,0,0,0,0
subj1_series9_554,0,0,0,0,0,0
subj1_series9_555,0,0,0,0,0,0
subj1_series9_556,0,0,0,0,0,0
subj1_series9_557,0,0,0,0,0,0
subj1_series9_558,0,0,0,0,0,0
subj1_series9_559,0,0,0,0,0,0
subj1_series9_560,0,0,0,0,0,0
subj1_series9_561,0,0,0,0,0,0
subj1_series9_562,0,0,0,0,0,0
subj1_series9_563,0,0,0,0,0,0
subj1_series9_564,0,0,0,0,0,0
subj1_series9_565,0,0,0,0,0,0
subj1_series9_566,0,0,0,0,0,0
subj1_series9_567,0,0,0,0,0,0
subj1_series9_568,0,0,0,0,0,0
subj1_series9_569,0,0,0,0,0,0
subj1_series9_570,0,0,0,0,0,0
subj1_series9_571,0,0,0,0,0,0
subj1_series9_572,0,0,0,0,0,0
subj1_series9_573,0,0,0,0,0,0
subj1_series9_574,0,0,0,0,0,0
subj1_series9_575,0,0,0,0,0,0
subj1_series9_576,0,0,0,0,0,0
subj1_series9_577,0,0,0,0,0,0
subj1_series9_578,0,0,0,0,0,0
subj1_series9_579,0,0,0,0,0,0
subj1_series9_580,0,0,0,0,0,0
subj1_series9_581,0,0,0,0,0,0
subj1_series9_582,0,0,0,0,0,0
subj1_series9_583,0,0,0,0,0,0
subj1_series9_584,0,0,0,0,0,0
subj1_series9_585,0,0,0,0,0,0
subj1_series9_586,0,0,0,0,0,0
subj1_series9_587,0,0,0,0,0,0
subj1_series9_588,0,0,0,0,0,0
subj1_series9_589,0,0,0,0,0,0
subj1_series9_590,0,0,0,0,0,0
subj1_series9_591,0,0,0,0,0,0
subj1_series9_592,0,0,0,0,0,0
subj1_series9_593,0,0,0,0,0,0
subj1_series9_594,0,0,0,0,0,0
subj1_series9_595,0,0,0,0,0,0
subj1_series9_596,0,0,0,0,0,0
subj1_series9_597,0,0,0,0,0,0
subj1_series9_598,0,0,0,0,0,0
subj1_series9_599,0,0,0,0,0,0
subj1_series9_600,0,0,0,0,0,0
subj1_series9_601,0,0,0,0,0,0
subj1_series9_602,0,0,0,0,0,0
subj1_series9_603,0,0,0,0,0,0
subj1_series9_604,0,0,0,0,0,0
subj1_series9_605,0,0,0,0,0,0
subj1_series9_606,0,0,0,0,0,0
subj1_series9_607,0,0,0,0,0,0
subj1_series9_608,0,0,0,0,0,0
subj1_series9_609,0,0,0,0,0,0
subj1_series9_610,0,0,0,0,0,0
subj1_series9_611,0,0,0,0,0,0
subj1_series9_612,0,0,0,0,0,0
subj1_series9_613,0,0,0,0,0,0
subj1_series9_614,0,0,0,0,0,0
subj1_series9_615,0,0,0,0,0,0
subj1_series9_616,0,0,0,0,0,0
subj1_series9_617,0,0,0,0,0,0
subj1_series9_618,0,0,0,0,0,0
subj1_series9_619,0,0,0,0,0,0
subj1_series9_620,0,0,0,0,0,0
subj1_series9_621,0,0,0,0,0,0
subj1_series9_622,0,0,0,0,0,0
subj1_series9_623,0,0,0,0,0,0
subj1_series9_624,0,0,0,0,0,0
subj1_series9_625,0,0,0,0,0,0
subj1_series9_626,0,0,0,0,0,0
subj1_series9_627,0,0,0,0,0,0
subj1_series9_628,0,0,0,0,0,0
subj1_series9_629,0,0,0,0,0,0
subj1_series9_630,0,0,0,0,0,0
subj1_series9_631,0,0,0,0,0,0
subj1_series9_632,0,0,0,0,0,0
subj1_series9_633,0,0,0,0,0,0
subj1_series9_634,0,0,0,0,0,0
subj1_series9_635,0,0,0,0,0,0
subj1_series9_636,0,0,0,0,0,0
subj1_series9_637,0,0,0,0,0,0
subj1_series9_638,0,0,0,0,0,0
subj1_series9_639,0,0,0,0,0,0
subj1_series9_640,0,0,0,0,0,0
subj1_series9_641,0,0,0,0,0,0
subj1_series9_642,0,0,0,0,0,0
subj1_series9_643,0,0,0,0,0,0
subj1_series9_644,0,0,0,0,0,0
subj1_series9_645,0,0,0,0,0,0
subj1_series9_646,0,0,0,0,0,0
subj1_series9_647,0,0,0,0,0,0
subj1_series9_648,0,0,0,0,0,0
subj1_series9_649,0,0,0,0,0,0
subj1_series9_650,0,0,0,0,0,0
subj1_series9_651,0,0,0,0,0,0
subj1_series9_652,0,0,0,0,0,0
subj1_series9_653,0,0,0,0,0,0
subj1_series9_654,0,0,0,0,0,0
subj1_series9_655,0,0,0,0,0,0
subj1_series9_656,0,0,0,0,0,0
subj1_series9_657,0,0,0,0,0,0
subj1_series9_658,0,0,0,0,0,0
subj1_series9_659,0,0,0,0,0,0
subj1_series9_660,0,0,0,0,0,0
subj1_series9_661,0,0,0,0,0,0
subj1_series9_662,0,0,0,0,0,0
subj1_series9_663,0,0,0,0,0,0
subj1_series9_664,0,0,0,0,0,0
subj1_series9_665,0,0,0,0,0,0
subj1_series9_666,0,0,0,0,0,0
subj1_series9_667,0,0,0,0,0,0
subj1_series9_668,0,0,0,0,0,0
subj1_series9_669,0,0,0,0,0,0
subj1_series9_670,0,0,0,0,0,0
subj1_series9_671,0,0,0,0,0,0
